id,satuan_kerja_id,satuan_kerja_nama,lv0_jabatan_id,lv0_jabatan_nama,lv0_eselon_nm,lv1_unit_kerja_id,lv1_unit_kerja_nama,lv1_jabatan_id,lv1_jabatan_nama,lv1_eselon_nm,lv2_unit_kerja_id,lv2_unit_kerja_nama,lv2_jabatan_id,lv2_jabatan_nama,lv2_eselon_nm,lv3_unit_kerja_id,lv3_unit_kerja_nama,lv3_jabatan_id,lv3_jabatan_nama,lv3_eselon_nm,lv4_unit_kerja_id,lv4_unit_kerja_nama,lv4_jabatan_id,lv4_jabatan_nama,lv4_eselon_nm,lv5_unit_kerja_id,lv5_unit_kerja_nama,lv5_jabatan_id,lv5_jabatan_nama,lv5_eselon_nm,lv6_unit_kerja_id,lv6_unit_kerja_nama,lv6_jabatan_id,lv6_jabatan_nama,lv6_eselon_nm,lv7_unit_kerja_id,lv7_unit_kerja_nama,lv7_jabatan_id,lv7_jabatan_nama,lv7_eselon_nm,level,unit_kerja_kode,parent_id,jabatan_id,eselon_nm,kode_unit_kerja,eselon_id,jabatan_nama,unit_kerja_nama,gol_id_minimum,alamat,latitude,longitude,m_kabkot_id,nama_kota,unit_kerja_id_baru,status,unit_kerja_aktif_mulai,unit_kerja_aktif_selesai,kode_jabatan,created_at,updated_at
504,6,BADAN PENGEMBANGAN SUMBER DAYA MANUSIA,33558,KEPALA BADAN PENGEMBANGAN SUMBER DAYA MANUSIA,II.a,212,BIDANG PENGEMBANGAN KOMPETENSI MANAJERIAL DAN FUNGSIONAL,33559,KEPALA BIDANG PENGEMBANGAN KOMPETENSI MANAJERIAL DAN FUNGSIONAL,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,6,33559,III.a,1.03E+11,31,KEPALA BIDANG PENGEMBANGAN KOMPETENSI MANAJERIAL DAN FUNGSIONAL,BIDANG PENGEMBANGAN KOMPETENSI MANAJERIAL DAN FUNGSIONAL,141,"JL. S. PARMAN, BESUSU TENGAH PALU",,,,,,1,,,,,
505,9,BADAN PENGHUBUNG,34016,SEKRETARIS DEWAN PERWAKILAN RAKYAT DAERAH,II.a,268,SUB BAGIAN TATA USAHA,33567,KEPALA SUB BAGIAN TATA USAHA,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,9,33567,IV.a,1.04E+11,41,KEPALA SUB BAGIAN TATA USAHA,SUB BAGIAN TATA USAHA,133,JL. BELAWAN NO. 15 JAKARTA,,,,,,1,,,,,
506,18,DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK ,33338,KEPALA DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK ,II.a,74,SEKRETARIAT,33339,SEKRETARIS,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,18,33339,III.a,1.01E+11,31,SEKRETARIS,SEKRETARIAT,141,JL. MANGUNSARKORO NO. 31. PALU,,,,,,1,,,,,
507,18,DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK ,33338,KEPALA DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK ,II.a,74,SEKRETARIAT,33339,SEKRETARIS,III.a,77,SUB BAGIAN KEUANGAN DAN ASET,33340,KEPALA SUB BAGIAN KEUANGAN DAN ASET,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,74,33340,IV.a,1.01E+11,41,KEPALA SUB BAGIAN KEUANGAN DAN ASET,SUB BAGIAN KEUANGAN DAN ASET,133,JL. MANGUNSARKORO NO. 31. PALU,,,,,,1,,,,,
508,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,487,CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA,33501,KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA,III.b,915,SUB BAGIAN TATA USAHA,34133,KEPALA SUB BAGIAN TATA USAHA,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,487,34133,IV.a,1.03E+11,41,KEPALA SUB BAGIAN TATA USAHA,SUB BAGIAN TATA USAHA,133,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
509,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,489,"CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",33502,"KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",III.b,1083,SMK NEGERI 2 BULAGI UTARA KAB. BANGGAI KEPULAUAN,34262,KEPALA SMK NEGERI 2 BULAGI UTARA KAB. BANGGAI KEPULAUAN,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SMK,489,34262,,1.03E+11,,KEPALA SMK NEGERI 2 BULAGI UTARA KAB. BANGGAI KEPULAUAN,SMK NEGERI 2 BULAGI UTARA KAB. BANGGAI KEPULAUAN,,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
511,35,DINAS PERINDUSTRIAN DAN PERDAGANGAN,33359,KEPALA DINAS PERINDUSTRIAN DAN PERDAGANGAN,II.a,89,SEKRETARIAT,33360,SEKRETARIS,III.a,91,SUB BAGIAN KEUANGAN DAN ASET,33362,KEPALA SUB BAGIAN KEUANGAN DAN ASET,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,89,33362,IV.a,1.02E+11,41,KEPALA SUB BAGIAN KEUANGAN DAN ASET,SUB BAGIAN KEUANGAN DAN ASET,133,JL. R.A. KARTINI NO.18 PALU,,,,,,1,,,,,
512,4,BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH,33412,KEPALA BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH,II.a,221,BIDANG PERBENDAHARAAN,33547,KEPALA BIDANG PERBENDAHARAAN,III.a,222,SUB BIDANG BELANJA TIDAK LANGSUNG,33548,KEPALA SUB BIDANG BELANJA TIDAK LANGSUNG,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,221,33548,IV.a,1.03E+11,41,KEPALA SUB BIDANG BELANJA TIDAK LANGSUNG,SUB BIDANG BELANJA TIDAK LANGSUNG,133,JL. SAM RATULANGI NO.101 PALU,,,,,,1,,,,,
513,23,DINAS PEMBERDAYAAN MASYARAKAT DAN DESA,33330,KEPALA DINAS PEMBERDAYAAN MASYARAKAT DAN DESA,II.a,1141,KEPALA DINAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,23,,,23,,,KEPALA DINAS,,JL. PROF. MOH. YAMIN NO.33 PALU,,,,,,0,,,,,
514,29,DINAS PEMUDA DAN OLAHRAGA,33893,KEPALA DINAS PEMUDA DAN OLAHRAGA,II.a,739,BIDANG KETENAGAAN ORGANISASI DAN KEPRAMUKAAN,33898,KEPALA BIDANG KETENAGAAN ORGANISASI DAN KEPRAMUKAAN,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,29,33898,III.a,1.02E+11,31,KEPALA BIDANG KETENAGAAN ORGANISASI DAN KEPRAMUKAAN,BIDANG KETENAGAAN ORGANISASI DAN KEPRAMUKAAN,141,JL. SOEKARNO-HATTA EX STQ PALU,,,,,,1,,,,,
515,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,487,CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA,33501,KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA,III.b,950,SMA NEGERI 1 PETASIA KAB. MOROWALI UTARA,34156,KEPALA SMA NEGERI 1 PETASIA KAB. MOROWALI UTARA,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SMA,487,34156,,1.03E+11,,KEPALA SMA NEGERI 1 PETASIA KAB. MOROWALI UTARA,SMA NEGERI 1 PETASIA KAB. MOROWALI UTARA,,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
516,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,494,CABANG DINAS PENDIDIKAN MENENGAH WILAYAH VI TOLITOLI DAN BUOL,33503,KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH VI TOLITOLI DAN BUOL,III.b,1110,SMK NEGERI BASIDONDO KAB. TOLITOLI,34342,KEPALA SMK NEGERI BASIDONDO KAB. TOLITOLI,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SMK,494,34342,,1.03E+11,,KEPALA SMK NEGERI BASIDONDO KAB. TOLITOLI,SMK NEGERI BASIDONDO KAB. TOLITOLI,,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
518,49,SEKRETARIAT DAERAH,34461,SEKRETARIS DAERAH,I.b,72,ASISTEN PEREKONOMIAN DAN PEMBANGUNAN,39771,ASISTEN PEREKONOMIAN DAN PEMBANGUNAN,II.a,118,BIRO PENGADAAN BARANG/JASA,38323,KEPALA BIRO PENGADAAN BARANG/JASA,II.b,119,BAGIAN PENGELOLAAN PENGADAAN BARANG/JASA,38334,KEPALA BAGIAN PENGELOLAAN PENGADAAN BARANG/JASA,III.a,120,SUB BAGIAN PENGELOLAAN STRATEGI PENGADAAN BARANG/JASA,38361,KEPALA SUB BAGIAN PENGELOLAAN STRATEGI PENGADAAN BARANG/JASA,IV.a,,,,,,,,,,,,,,,,4,,119,38361,IV.a,1.00E+11,41,KEPALA SUB BAGIAN PENGELOLAAN STRATEGI PENGADAAN BARANG/JASA,SUB BAGIAN PENGELOLAAN STRATEGI PENGADAAN BARANG/JASA,133,JL. SAM RATULANGI NO.101 PALU,,,,,,1,,,,,
520,33,DINAS PERKEBUNAN DAN PETERNAKAN,37689,KEPALA DINAS PERKEBUNAN DAN PETERNAKAN,II.a,894,UPT PENGAWASAN MUTU DAN SERTIFIKASI BENIH PERKEBUNAN,36579,KEPALA UPT PENGAWASAN MUTU DAN SERTIFIKASI BENIH PERKEBUNAN,III.a,895,SEKSI PENGAWASAN MUTU BENIH,36580,KEPALA SEKSI PENGAWASAN MUTU BENIH,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,894,36580,IV.a,1.03E+11,41,KEPALA SEKSI PENGAWASAN MUTU BENIH,SEKSI PENGAWASAN MUTU BENIH,133,JL. R.A. KARTINI NO.25 & 31 PALU,,,,,,1,,,,,
521,49,SEKRETARIAT DAERAH,34461,SEKRETARIS DAERAH,I.b,144,ASISTEN ADMINISTRASI UMUM,33353,ASISTEN ADMINISTRASI UMUM,II.a,158,BIRO UMUM,34048,KEPALA BIRO UMUM,II.b,171,BIRO ADMINISTRASI PIMPINAN,34067,KEPALA BIRO ADMINISTRASI PIMPINAN,II.b,174,BAGIAN PERENCANAAN DAN KEPEGAWAIAN SETDA,,,,,,,,,,,,,,,,,,,4,,171,,,1.00E+11,,,BAGIAN PERENCANAAN DAN KEPEGAWAIAN SETDA,,JL. SAM RATULANGI NO.101 PALU,,,,,,0,,,,,
522,49,SEKRETARIAT DAERAH,34461,SEKRETARIS DAERAH,I.b,1,ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT,34132,ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT,II.a,9,BIRO KESEJAHTERAAN RAKYAT,34118,KEPALA BIRO KESEJAHTERAAN RAKYAT,II.b,10,BAGIAN BINA MENTAL SPIRITUAL,34117,KEPALA BAGIAN BINA MENTAL SPIRITUAL,III.a,50,SUB BAGIAN KELEMBAGAAN BINA SPIRITUAL,34114,KEPALA SUB BAGIAN KELEMBAGAAN BINA SPIRITUAL,IV.a,,,,,,,,,,,,,,,,4,,10,34114,IV.a,1.00E+11,41,KEPALA SUB BAGIAN KELEMBAGAAN BINA SPIRITUAL,SUB BAGIAN KELEMBAGAAN BINA SPIRITUAL,133,JL. SAM RATULANGI NO.101 PALU,,,,,,1,,,,,
523,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,487,CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA,33501,KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA,III.b,936,SMA NEGERI 1 WITAPONDA KAB. MOROWALI,34142,KEPALA SMA NEGERI 1 WITAPONDA KAB. MOROWALI,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SMA,487,34142,,1.03E+11,,KEPALA SMA NEGERI 1 WITAPONDA KAB. MOROWALI,SMA NEGERI 1 WITAPONDA KAB. MOROWALI,,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
524,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,487,CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA,33501,KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA,III.b,932,SMA NEGERI 2 BUNGKU KAB. MOROWALI,34138,KEPALA SMA NEGERI 2 BUNGKU KAB. MOROWALI,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SMA,487,34138,,1.03E+11,,KEPALA SMA NEGERI 2 BUNGKU KAB. MOROWALI,SMA NEGERI 2 BUNGKU KAB. MOROWALI,,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
525,26,"DINAS KOMUNIKASI, INFORMATIKA, PERSANDIAN DAN STATISTIK",33973,"KEPALA DINAS KOMUNIKASI, INFORMATIKA, PERSANDIAN DAN STATISTIK",II.a,275,BIDANG APLIKASI INFORMATIKA,33978,KEPALA BIDANG APLIKASI INFORMATIKA,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,26,33978,III.a,1.03E+11,31,KEPALA BIDANG APLIKASI INFORMATIKA,BIDANG APLIKASI INFORMATIKA,141,JL. KARTINI NO. 106 PALU,,,,,,1,,,,,
519,34,DINAS KEHUTANAN,33380,KEPALA DINAS KEHUTANAN,II.a,451,UPTD KESATUAN PENGELOLAAN HUTAN KULAWI,33435,KEPALA UPTD KESATUAN PENGELOLAAN HUTAN KULAWI,III.b,452,"SEKSI PERLINDUNGAN, KONSERVASI SUMBER DAYA ALAM EKOSISTEM DAN PEMBERDAYAAN MASYARAKAT",33436,"KEPALA SEKSI PERLINDUNGAN, KONSERVASI SUMBER DAYA ALAM EKOSISTEM DAN PEMBERDAYAAN MASYARAKAT",IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,451,33436,IV.a,1.02E+11,41,"KEPALA SEKSI PERLINDUNGAN, KONSERVASI SUMBER DAYA ALAM EKOSISTEM DAN PEMBERDAYAAN MASYARAKAT","SEKSI PERLINDUNGAN, KONSERVASI SUMBER DAYA ALAM EKOSISTEM DAN PEMBERDAYAAN MASYARAKAT",133,JL. S. PARMAN NO. 9 PALU,,,,,,1,,,,,
526,25,DINAS PERHUBUNGAN,33482,KEPALA DINAS PERHUBUNGAN,II.a,419,BIDANG ANGKUTAN DAN KESELAMATAN JALAN DAN PERKERETAAPIAN,33489,KEPALA BIDANG ANGKUTAN DAN KESELAMATAN JALAN DAN PERKERETAAPIAN,III.a,420,SEKSI KESELAMATAN JALAN,33490,KEPALA SEKSI KESELAMATAN JALAN,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,419,33490,IV.a,1.02E+11,41,KEPALA SEKSI KESELAMATAN JALAN,SEKSI KESELAMATAN JALAN,133,JL. R.A. KARTINI NO.35 PALU,,,,,,1,,,,,
527,33,DINAS PERKEBUNAN DAN PETERNAKAN,37689,KEPALA DINAS PERKEBUNAN DAN PETERNAKAN,II.a,890,UPT PEMBIBITAN TERNAK,36584,KEPALA UPT PEMBIBITAN TERNAK,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,33,36584,III.a,1.03E+11,31,KEPALA UPT PEMBIBITAN TERNAK,UPT PEMBIBITAN TERNAK,141,JL. R.A. KARTINI NO.25 & 31 PALU,,,,,,1,,,,,
528,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,489,"CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",33502,"KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",III.b,1062,SMA NEGERI 2 BANGGAI KAB. BANGGAI LAUT,34223,KEPALA SMA NEGERI 2 BANGGAI KAB. BANGGAI LAUT,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SMA,489,34223,,1.03E+11,,KEPALA SMA NEGERI 2 BANGGAI KAB. BANGGAI LAUT,SMA NEGERI 2 BANGGAI KAB. BANGGAI LAUT,,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
529,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,487,CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA,33501,KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA,III.b,962,SLB NEGERI MOLINO KAB. MOROWALI UTARA,34168,KEPALA SLB NEGERI MOLINO KAB. MOROWALI UTARA,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SLB,487,34168,,1.03E+11,,KEPALA SLB NEGERI MOLINO KAB. MOROWALI UTARA,SLB NEGERI MOLINO KAB. MOROWALI UTARA,,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
530,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,489,"CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",33502,"KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",III.b,29,SMA NEGERI 1 BUALEMO KAB. BANGGAI,34182,KEPALA SMA NEGERI 1 BUALEMO KAB. BANGGAI,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SMA,489,34182,,1.03E+11,,KEPALA SMA NEGERI 1 BUALEMO KAB. BANGGAI,SMA NEGERI 1 BUALEMO KAB. BANGGAI,,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
531,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,487,CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA,33501,KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA,III.b,940,SMK NEGERI 1 BUNGKU BARAT KAB. MOROWALI,34146,KEPALA SMK NEGERI 1 BUNGKU BARAT KAB. MOROWALI,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SMK,487,34146,,1.03E+11,,KEPALA SMK NEGERI 1 BUNGKU BARAT KAB. MOROWALI,SMK NEGERI 1 BUNGKU BARAT KAB. MOROWALI,,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
532,47,SATUAN POLISI PAMONG PRAJA,33981,KEPALA SATUAN POLISI PAMONG PRAJA,II.a,254,BIDANG PERLINDUNGAN MASYARAKAT,33995,KEPALA BIDANG PERLINDUNGAN MASYARAKAT,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,47,33995,III.a,1.04E+11,31,KEPALA BIDANG PERLINDUNGAN MASYARAKAT,BIDANG PERLINDUNGAN MASYARAKAT,141,JL. PRAMUKA NO.21 PALU,,,,,,1,,,,,
533,33,DINAS PERKEBUNAN DAN PETERNAKAN,37689,KEPALA DINAS PERKEBUNAN DAN PETERNAKAN,II.a,890,UPT PEMBIBITAN TERNAK,36584,KEPALA UPT PEMBIBITAN TERNAK,III.a,891,SEKSI PAKAN DAN HPT,36587,KEPALA SEKSI PAKAN DAN HPT,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,890,36587,IV.a,1.03E+11,41,KEPALA SEKSI PAKAN DAN HPT,SEKSI PAKAN DAN HPT,133,JL. R.A. KARTINI NO.25 & 31 PALU,,,,,,1,,,,,
534,12,DINAS KESEHATAN,34343,KEPALA DINAS KESEHATAN,II.a,967,UPT RUMAH SAKIT UMUM DAERAH UNDATA,34390,KEPALA UPT RUMAH SAKIT UMUM DAERAH UNDATA,II.b,972,BIDANG PELAYANAN MEDIK,34395,KEPALA BIDANG PELAYANAN MEDIK,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,967,34395,III.a,1.00E+11,31,KEPALA BIDANG PELAYANAN MEDIK,BIDANG PELAYANAN MEDIK,141,"JL. R.A. KARTINI, NO.11 PALU",,,,,,1,,,,,
535,17,DINAS TENAGA KERJA DAN TRANSMIGRASI,34947,KEPALA DINAS TENAGA KERJA DAN TRANSMIGRASI,II.a,719,"BIDANG PENGEMBANGAN KAWASAN TRANSMIGRASI, DAERAH TERTINGGAL DAN DAERAH TERTENTU",35022,"KEPALA BIDANG PENGEMBANGAN KAWASAN TRANSMIGRASI, DAERAH TERTINGGAL DAN DAERAH TERTENTU",III.a,721,SEKSI EVALUASI PERKEMBANGAN PERMUKIMAN KAWASAN TRANSMIGRASI DAN SARANA PRASARANA DAERAH TERTINGGAL SERTA DAERAH TERTENTU,35035,KEPALA SEKSI EVALUASI PERKEMBANGAN PERMUKIMAN KAWASAN TRANSMIGRASI DAN SARANA PRASARANA DAERAH TERTINGGAL SERTA DAERAH TERTENTU,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,719,35035,IV.a,1.01E+11,41,KEPALA SEKSI EVALUASI PERKEMBANGAN PERMUKIMAN KAWASAN TRANSMIGRASI DAN SARANA PRASARANA DAERAH TERTINGGAL SERTA DAERAH TERTENTU,SEKSI EVALUASI PERKEMBANGAN PERMUKIMAN KAWASAN TRANSMIGRASI DAN SARANA PRASARANA DAERAH TERTINGGAL SERTA DAERAH TERTENTU,133,JL. R.A. KARTINI NO. 98 PALU,,,,,,1,,,,,
536,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,487,CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA,33501,KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA,III.b,957,SMA NEGERI 2 MORI ATAS KAB. MOROWALI UTARA,34163,KEPALA SMA NEGERI 2 MORI ATAS KAB. MOROWALI UTARA,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SMA,487,34163,,1.03E+11,,KEPALA SMA NEGERI 2 MORI ATAS KAB. MOROWALI UTARA,SMA NEGERI 2 MORI ATAS KAB. MOROWALI UTARA,,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
537,49,SEKRETARIAT DAERAH,34461,SEKRETARIS DAERAH,I.b,1,ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT,34132,ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT,II.a,9,BIRO KESEJAHTERAAN RAKYAT,34118,KEPALA BIRO KESEJAHTERAAN RAKYAT,II.b,51,BAGIAN KESEJAHTERAAN RAKYAT NON PELAYANAN DASAR,34113,KEPALA BAGIAN KESEJAHTERAAN RAKYAT NON PELAYANAN DASAR,III.a,52,SUB BAGIAN KESEJAHTERAAN RAKYAT NON PELAYANAN DASAR I,34112,KEPALA SUB BAGIAN KESEJAHTERAAN RAKYAT NON PELAYANAN DASAR I,IV.a,,,,,,,,,,,,,,,,4,,51,34112,IV.a,1.00E+11,41,KEPALA SUB BAGIAN KESEJAHTERAAN RAKYAT NON PELAYANAN DASAR I,SUB BAGIAN KESEJAHTERAAN RAKYAT NON PELAYANAN DASAR I,133,JL. SAM RATULANGI NO.101 PALU,,,,,,1,,,,,
538,12,DINAS KESEHATAN,34343,KEPALA DINAS KESEHATAN,II.a,998,UPT RUMAH SAKIT MADANI PALU,34406,KEPALA UPT RUMAH SAKIT MADANI PALU,III.a,15,BIDANG PENUNJANG PELAYANAN,38708,KEPALA BIDANG PENUNJANG PELAYANAN,III.b,16,SEKSI PENUNJANG MEDIS,38709,KEPALA SEKSI PENUNJANG MEDIS,IV.a,,,,,,,,,,,,,,,,,,,,,3,,15,38709,IV.a,1.00E+11,41,KEPALA SEKSI PENUNJANG MEDIS,SEKSI PENUNJANG MEDIS,133,"JL. R.A. KARTINI, NO.11 PALU",,,,,,1,,,,,
539,25,DINAS PERHUBUNGAN,33482,KEPALA DINAS PERHUBUNGAN,II.a,422,BIDANG LALU LINTAS JALAN,33486,KEPALA BIDANG LALU LINTAS JALAN,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,25,33486,III.a,1.02E+11,31,KEPALA BIDANG LALU LINTAS JALAN,BIDANG LALU LINTAS JALAN,141,JL. R.A. KARTINI NO.35 PALU,,,,,,1,,,,,
825,3,BADAN PENDAPATAN DAERAH,33784,KEPALA BADAN PENDAPATAN DAERAH,II.a,345,UPTD BADAN PENDAPATAN WILAYAH IX,33858,KEPALA UPTD BADAN PENDAPATAN WILAYAH IX,III.b,348,SEKSI PENETAPAN DAN PENAGIHAN,33861,KEPALA SEKSI PENETAPAN DAN PENAGIHAN,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,345,33861,IV.a,1.03E+11,41,KEPALA SEKSI PENETAPAN DAN PENAGIHAN,SEKSI PENETAPAN DAN PENAGIHAN,133,JL. PROF. DR. MOH. YAMIN NO. 34 PALU,,,,,,1,,,,,
540,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,481,CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG,33639,KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG,III.b,582,SMK NEGERI PARIWISATA PARIGATA PARIGI KAB. PARIGI MOUTONG,33700,KEPALA SMK NEGERI PARIWISATA PARIGATA PARIGI KAB. PARIGI MOUTONG,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SMK,481,33700,,1.03E+11,,KEPALA SMK NEGERI PARIWISATA PARIGATA PARIGI KAB. PARIGI MOUTONG,SMK NEGERI PARIWISATA PARIGATA PARIGI KAB. PARIGI MOUTONG,,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
541,33,DINAS PERKEBUNAN DAN PETERNAKAN,37689,KEPALA DINAS PERKEBUNAN DAN PETERNAKAN,II.a,894,UPT PENGAWASAN MUTU DAN SERTIFIKASI BENIH PERKEBUNAN,36579,KEPALA UPT PENGAWASAN MUTU DAN SERTIFIKASI BENIH PERKEBUNAN,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,33,36579,III.a,1.03E+11,31,KEPALA UPT PENGAWASAN MUTU DAN SERTIFIKASI BENIH PERKEBUNAN,UPT PENGAWASAN MUTU DAN SERTIFIKASI BENIH PERKEBUNAN,141,JL. R.A. KARTINI NO.25 & 31 PALU,,,,,,1,,,,,
