kegiatan_id;kode;nama;satuan_kerja_id;anggaran;tahun_kinerja
1406;1.05.03.1.04.0013;Bimbingan Teknis Pasca Bencana Provinsi;8;0;2026
1406;1.05.03.1.04.0018;Penguatan Kelembagaan Bencana Daerah;8;229305000;2026
1406;1.05.03.1.04.0021;Peningkatan Kapasitas SDM Aparatur Dalam Penanganan Keadaan Darurat  Provinsi;8;0;2026
1406;1.05.03.1.04.0023;Pembinaan dan Pengawasan Penerapan Standar Pelayanan Minimal (SPM) Sub Urusan Bencana Kabupaten/Kota;8;97168200;2026
1407;5.02.01.1.01.0001;Penyusunan Dokumen Perencanaan Perangkat Daerah;3;175977645;2026
1407;5.02.01.1.01.0006;Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD;3;282272400;2026
1407;5.02.01.1.01.0008;Pelaksanaan Pengumpulan Data Statistik Sektoral Daerah;3;0;2026
1407;5.02.01.1.01.0010;Penyelenggaraan Walidata Pendukung Statistik Sektoral Daerah;3;0;2026
1408;5.02.01.1.02.0001;Penyediaan Gaji dan Tunjangan ASN;3;65385339626;2026
1408;5.02.01.1.02.0003;Pelaksanaan Penatausahaan dan Pengujian/Verifikasi Keuangan SKPD;3;2472620750;2026
1408;5.02.01.1.02.0005;Koordinasi dan Penyusunan Laporan Keuangan Akhir Tahun SKPD;3;116460000;2026
1409;5.02.01.1.03.0005;Rekonsiliasi dan Penyusunan Laporan Barang Milik Daerah pada SKPD;3;82850000;2026
1410;5.02.01.1.04.0001;Perencanaan Pengelolaan Retribusi Daerah;3;0;2026
1410;5.02.01.1.04.0002;Analisa dan Pengembangan Retribusi Daerah, serta Penyusunan Kebijakan Retribusi Daerah;3;0;2026
1410;5.02.01.1.04.0003;Penyuluhan dan Penyebarluasan Kebijakan Retribusi Daerah;3;0;2026
1410;5.02.01.1.04.0004;Pendataan dan Pendaftaran Objek Retribusi Daerah;3;0;2026
1410;5.02.01.1.04.0007;Pelaporan Pengelolaan Retribusi Daerah;3;0;2026
1411;5.02.01.1.05.0002;Pengadaan Pakaian Dinas Beserta Atribut Kelengkapannya;3;0;2026
1411;5.02.01.1.05.0003;Pendataan dan Pengolahan Administrasi Kepegawaian;3;104891350;2026
1411;5.02.01.1.05.0009;Pendidikan dan Pelatihan Pegawai Berdasarkan Tugas dan Fungsi;3;71000000;2026
1411;5.02.01.1.05.0010;Sosialisasi Peraturan Perundang-Undangan;3;13538750;2026
1412;5.02.01.1.06.0001;Penyediaan Komponen Instalasi Listrik/Penerangan Bangunan Kantor;3;27376656;2026
1412;5.02.01.1.06.0002;Penyediaan Peralatan dan Perlengkapan Kantor;3;399177309;2026
1412;5.02.01.1.06.0005;Penyediaan Barang Cetakan dan Penggandaan;3;10800000;2026
1412;5.02.01.1.06.0009;Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD;3;89200000;2026
1412;5.02.01.1.06.0011;Dukungan Pelaksanaan Sistem Pemerintahan Berbasis Elektronik pada SKPD;3;49999000;2026
1413;5.02.01.1.07.0002;Pengadaan Kendaraan Dinas Operasional atau Lapangan;3;660000000;2026
1413;5.02.01.1.07.0008;Pengadaan Aset Tak Berwujud;3;0;2026
1413;5.02.01.1.07.0010;Pengadaan Sarana dan Prasarana Gedung Kantor atau Bangunan Lainnya;3;329800000;2026
1414;5.02.01.1.08.0002;Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik;3;5797142363;2026
1414;5.02.01.1.08.0003;Penyediaan Jasa Peralatan dan Perlengkapan Kantor;3;39135000;2026
1414;5.02.01.1.08.0004;Penyediaan Jasa Pelayanan Umum Kantor;3;3826500000;2026
1415;5.02.01.1.09.0001;Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan dan Pajak Kendaraan Perorangan Dinas atau Kendaraan Dinas Jabatan;3;0;2026
1415;5.02.01.1.09.0002;Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan, Pajak dan Perizinan Kendaraan Dinas Operasional atau Lapangan;3;273150000;2026
1415;5.02.01.1.09.0006;Pemeliharaan Peralatan dan Mesin Lainnya;3;892091600;2026
1415;5.02.01.1.09.0007;Pemeliharaan Aset Tetap Lainnya;3;702889150;2026
1416;5.02.04.1.01.0001;Perencanaan Pengelolaan Pajak Daerah;3;56371000;2026
1416;5.02.04.1.01.0002;Analisa dan Pengembangan Pajak Daerah, serta Penyusunan Kebijakan Pajak Daerah;3;65585000;2026
1416;5.02.04.1.01.0003;Penyuluhan dan Penyebarluasan Kebijakan Pajak Daerah;3;312645000;2026
1416;5.02.04.1.01.0005;Pendataan dan Pendaftaran Objek Pajak Daerah;3;1754161540;2026
1416;5.02.04.1.01.0006;Pengolahan, Pemeliharaan, dan Pelaporan Basis Data Pajak Daerah;3;149999950;2026
